key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,key_resp.rt
space,16.7037,m,27.6521,2.979578993,10.5041,0,0,0,1,1,stim/sos.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,,,,,,,,,,,
,,q,24.2171,3.977517361,4.5144,0,1,1,0,1,stim/sis.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,,,,,,,,,,,
,,,,,,,,,,,stim/sus.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,space,4.4537,p,4.8493,4.994270833,1.4436,0,0,0,2,1,,
,,,,,,,,,,,stim/sos.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,g,12.0959,3.013389757,1.8542,0,1,1,1,1,,
,,,,,,,,,,,stim/sis.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,q,4.6307,3.993142361,1.9935,0,2,2,0,1,,
,,,,,,,,,,,stim/sys.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,v,7.1573,4.975824653,1.2236,0,3,3,3,1,,
,,,,,,,,,,,stim/sis.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,q,2.7183,3.967838542,1.1893,1,0,4,0,1,,
,,,,,,,,,,,stim/sos.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,p,5.2717,4.958528646,1.4731,1,1,5,1,1,,
,,,,,,,,,,,stim/sys.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,v,4.3647,3.973350694,1.3861,1,2,6,3,1,,
,,,,,,,,,,,stim/sus.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,p,7.2878,4.940104167,2.8415,1,3,7,2,1,,
,,,,,,,,,,,stim/sis.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,q,4.5308,4.13812934,4.944,2,0,8,0,1,,
,,,,,,,,,,,stim/sus.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,p,2.8419,4.942990451,1.2462,2,1,9,2,1,,
,,,,,,,,,,,stim/sys.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,v,3.9782,3.947135417,0.7623,2,2,10,3,1,,
,,,,,,,,,,,stim/sos.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,y,4.762,3.947135417,0.7878,2,3,11,1,1,,
,,,,,,,,,,,stim/sis.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,q,4.9931,4.013650174,1.0452,3,0,12,0,1,,
,,,,,,,,,,,stim/sos.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,p,4.2138,4.987022569,0.9281,3,1,13,1,1,,
,,,,,,,,,,,stim/sus.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,p,9.0991,4.947526042,0.7534,3,2,14,2,1,,
,,,,,,,,,,,stim/sys.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,g,127.8742,4.023828125,2.0786,3,3,15,3,1,,
,,,,,,,,,,,stim/sis.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,q,2.7611,4.007508681,1.0546,4,0,16,0,1,,
,,,,,,,,,,,stim/sus.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,p,2.5029,4.98109809,0.8062,4,1,17,2,1,,
,,,,,,,,,,,stim/sys.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,q,6.121,4.575,1.09,4,2,18,3,1,,
,,,,,,,,,,,stim/sos.wav,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,y,3.9522,3.935763889,1.9466,4,3,19,1,1,,
,,,,,,,,,,,,60ff13834f5bfcf157f7cdcc,001,2021-10-23_18h04.46.453,phoneme_categorization_task,2021.2.3,MacIntel,59.94125757,,,,,,,,,,,,space,11.8621
