key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,key_resp.rt
space,7.3917,q,9.4273,5.983229167,4.4624,0,0,0,0,1,stim/sis.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,
,,m,10.7191,4.437708333,2.4074,0,1,1,1,1,stim/sos.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,
,,,,,,,,,,,stim/sus.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,space,1.4985,p,7.5758,2.805026042,1.8295,0,0,0,2,1,,
,,,,,,,,,,,stim/sis.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,,,z,3.8997,6.79046875,1.9875,0,1,1,0,1,,
,,,,,,,,,,,stim/sos.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,,,m,6.1892,5.978880208,1.3462,0,2,2,1,1,,
,,,,,,,,,,,stim/sys.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,,,z,3.9203,6.994947917,1.7144,0,3,3,3,1,,
,,,,,,,,,,,stim/sos.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,,,y,4.6497,5.844088542,1.3347,1,0,4,1,1,,
,,,,,,,,,,,stim/sus.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,,,p,6.6777,2.726276042,1.1131,1,1,5,2,1,,
,,,,,,,,,,,stim/sis.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,,,q,3.4361,6.996302083,1.1986,1,2,6,0,1,,
,,,,,,,,,,,stim/sys.wav,60fd721cef9ca5a0df902e9a,001,2021-10-23_14h28.24.941,phoneme_categorization_task,2021.2.3,MacIntel,59.99880002,,,q,6.1485,6.405625,1.0313,1,3,7,3,1,,
